stars,comment
1.0 out of 5 stars,"







  
  
    I don't know how this piece of crap gets such rave reviews!  I must have gotten the one bad one in the bunch. If you want a vacuum that doesn't do edges, or bare floors and doesn't do that great on rugs then this is your guy! It is also super hard to find filters for. If anyone thinks it compares to a Dyson they need intense therapy!! This was the worst 135.00 I ever spent on a vacuum. My 20 year old Hoover picks up better than this. This is probably the worst vacuum out there.
  
"
1.0 out of 5 stars,"







  
  
    The vacuum worked good for 9 months then stopped working. Wish I had never bought it. This is the second Shark vacuum that  only lasted a year each. They were both duds. I contacted the manufacturer and got nothing but a run around. I wasted my money  twice..never again!!
  
"
1.0 out of 5 stars,"







  
  
    Who thought that putting the motor and canister at the top, was a goog idea? I did not even finish putting together, or even try it. The entire device is top heavy, and had to be propped up in a corner. Really bad design! Always loved Shark, but disappointed in this one.
  
"
1.0 out of 5 stars,"







  
  
    This worked great for a year and recently the motor started fading in and out while in the carpet setting. Shark offers 5 year warranty so we called but, of course, the broken part was not covered under the warranty. It is a $100 part, for which they offered a discount. But even still, we’re assuming this is a part we would need to replace every year that is not covered under warranty? No thanks, we might as well just buy a new vacuum from a store with a better return policy.When it did work, it worked great on our tile floors but some other cons are:- Since the cord is connected to the collection “bucket” (not sure what it’s called), you have to unplug it and take the entire thing out to the trash to empty it. More of a hassle than a defect.- It is rather top-heavy and can become and arm workout if you’re vacuuming on carpet for too long.
  
"
1.0 out of 5 stars,"







  
  
    Poor performance  not for pet owners
  
"
1.0 out of 5 stars,"







  
  
    I received this as a present from my Husband. I've let him know it's now going to be the upstairs vacuum cleaner. All over the box it says picks up better than Dyson...yea right. I have a Dyson and trust me Shark is no Dyson.It continually shot dirt back out, it wouldn't even pick up little pieces of dried grass, seriously? I went over my floor until my arms and wrist hurt and said enough is enough.I brought my little Bissell lift off back downstairs to use in the kitchen. It works way better. Please don't tell me this wasn't made for tile or hard floors, it should work, my Dyson vacuum cleaner does. This is also to big to fit up underneath my cabinets which my Dyson and Bissell both do. So I ended up having to use a broom to sweep up underneath them. If you want to use this on any hardwood or tiled areas I can't recommend it.
  
"
1.0 out of 5 stars,"







  
  
    Just Horrible Top heavy,pulls away from u,dumping the bin is awkward and gets on your hands.. Hate it!!Going Back asap!!
  
"
1.0 out of 5 stars,"







  
  
    Overheats if vacuuming more than one area of house. Difficult to store as well.
  
"
1.0 out of 5 stars,"







  
  
    Don't get it!! It's a piece of junk!!!!!
  
"
1.0 out of 5 stars,"







  
  
    HORRIBLE.  I had this model sweeper for 4 years when it quit.  My sweepers get used hard with 3 dogs in the house.  I got the exact same model because I loved it but the new one only pushes the hair around and doesn't even fill the canister when sweeping.  My last sweeper I would empty twice per room.  Very disappointed.
  
"
1.0 out of 5 stars,"







  
  
    Loved this as long as it worked-very light use so don’t plan on it lasting long. We used it mainly for carpeted stairs & nooks & crannies that were hard to get to. Not used much because we had a bigger vacuum - the cord shorted out after less than 3 years.  Don’t waste your money. Buy something better.
  
"
