stars,comment
3.0 out of 5 stars,"







  
  
    I'm surprised that there aren't more negative reviews of this vacuum. There are definitely BIG design flaws going on here. First off, let me say that I previously owned a Shark upright which worked well for 2-3 yrs.until the hose attachment kept getting rips in it & the hose is a MUST for me to use daily because I have a lot of pets & have to vacuum the couches daily, etc. I decided to try this Shark upright instead because it has a long stick as opposed to a hose, which would eliminate my hose tearing issues. The suction is good on this, & it runs quieter than any other vacuum I have ever owned (which is very nice), & the cord is long (which I love). It also has a nice low profile head, so you can get under couches easily. It comes with a few attachments as well. Now, here's what I DON'T like about it: It is totally top heavy & very uncomfortable to hold after a few minutes, making it pretty uncomfortable to vacuum for an extended amount of time. I am in decent shape & don't have arthritis or anything like that & this thing almost hurts my wrist. Somehow the handle is not very ergo & could definitely be shaped better for grabbing. The bottom head is extremely light. Too light in my opinion, as the whole thing seems very off balanced & awkward as you use it. As you vacuum a hard floor the head is sort of all over the place because it is so light & it's not easy to control. If it had a little bit of weight on the bottom wheels, it would perform much better. As you go back & forth on a hard surface the head can flip back & forth & bobble around. It cannot not stand up on it's own (even with the head locked), which is a horrible design flaw! So you have to hold it with one arm when plugging or unplugging it, or set it on the floor. Unless you want to put the wall mount up (included) to store it by hanging it, you have to remove the dust cup/handle portion completely & hook it onto the bottom (because it won't stand on its own). This is not too big of a deal EXCEPT this means you HAVE TO empty the dust cup every time you vacuum first, because if you don't all the contents of the dustcup fall onto the floor because the dustcup/hangle part only hooks onto the bottom portion in a position where the hole of the dustcup (that clicks into the long tube) faces DOWNWARD & there is no cap to close off the hole! I found this out the first time using it. Everything just dumped onto the floor, so I had to put it all together again to vacuum the mess back up! TOTALLY LAME! Why would anyone design it this way? The dust cup is also very small in comparison to a regular vacuum cleaner. It's more the size of a dustbuster or something. This means you'll be stopping to empty it frequently if you are doing several rooms & you have to detach it & drag the cord along with you to the trashcan. Overall, I can't see this being a very practical vacuum long term to use on a whole house. It's just too awkward to use. Shark REALLY needs to revamp this design to be more user friendly & weighted properly. I am seriously considering returning it. I had high hopes for this vacuum, but it's pretty disappointing overall. I'm thinking maybe I should have just bought another Shark upright canister vacuum instead.
  
"
3.0 out of 5 stars,"







  
  
    So, I have had my Rocket for about 8 months and here's my thoughts. Yes, the suction is good. But to maintain that suction you will need to clean the filters much more then once a month, No, I don't live in a dust bowl. In fact I'm a little anal about keeping the house clean. We do have a dog that sheds often but nothing out of the ordinary. The dust bin fills quick and you will be emptying it often. This could be looked at as either a bad or good thing since it does do its job. The unit will pick up deep dust but can't seem to pick up a piece of string on carpet. Strange... If I could improve the design, I would make the cord designed to disconnect off the back of the motor. You will be emptying it often and every time you do you will need to unplug the long cord, wrap it all up to carry it out to empty. While emptying, you will most likely drop the wound up cord only to have to gather it up again to bring back in. May not sound like much of an issue. Did i mention that you will be emptying it often?  The unit is ideal for an apartment or small bungalow. But for any average size house I would recommend a full size upright with Dyson technology. No, OI don't work for Dyson. I'm just a geek vacuum guy who owns both. (my wife loves me) The suction head is quite small so if you are using it for  an average size bedroom, it's going to be like using a kids crayon to paint a wall with all the strokes needed to cover the area. Another issue i found is, the conical screen in the middle of the dust bin clogs up quickly. Not sure where they came up with the theory that it never looses suction. Once any hair or debris swirls around the center screen, the suction quickly diminishes requiring it to again be emptied and cleaned of. You will know when the air becomes restricted because you will hear a change in the sound of the unit where the air exits out the rear. A great vacuum for a small apartment or vacation home. If I had the money I would buy a Kirby and never look at buying another vacuum again. There ya go! More info about a Shark then you ever wanted!Follow Up:It's been a year and a half and no longer do I use my Shark. After two brush belts, and having to tote a paper bag around like a Wino to empty it every time I vacuum more than 10 square feet, I gave it away to my son for his studio apt. If you own a fairly large house, and you want the best, don't compromise, Go Kirby!
  
"
3.0 out of 5 stars,"







  
  
    I’ve had two of these now and the cord coming out of the top, bends at an angle that causes it to break. Both of mine have a short in the cord. The second one was a gift. I would not have bought a second unless they fix this issue. Other wise it’s a pretty good vac.
  
"
3.0 out of 5 stars,"







  
  
    Just received the Rocket.  Let me say it lives up to its performance.  However, it may be light weight, but it is ergonomically very difficult to use.  I am older and thought the light weight would be perfect.  Every time I use it I end up with a backache because all the weight is at the top of the machine.  I would not recommend to anyone who doesn't have good upper body strength ,
  
"
3.0 out of 5 stars,"







  
  
    It's ok. Not worth $200. Probably worth about $39.95. Doesn't go under much. Head is too thick and there's a big backwards hook for storage sticking out which means it's going to tear your mattresses and ottomans underneath.  Be careful. Kinda cheapy and toy like. How much do you have to pay for a vacuum to get a headlight?  Cleans well if you keep all the filters clean and what a big mess to empty. The hinged dirt cup thing assures dirt goes everywhere when you open it. The hinged cup design is all backasswards. So get ready to vacuum up the vacuum dirt. The cup is a mess to clean as it collects dust and can't be washed but must be wiped out intricately. It loses tons of suction as the 3 filters get dirty and must be washed frequently. I can't get through the house with proper suction unless I stop to wash the sponge filter. I bought it to do stairs and for that I'm thankful. Otherwise it's back to my Kenmore canister. It has a light and was only $120.
  
"
3.0 out of 5 stars,"







  
  
    I have owned this vacuum for about five months. It has pros and cons, but truth be told, I would not buy it again.Pros:  It does a good job on regular carpeting and most throw rugs.  It has a very long cord.  It is compact. It is easier to vacuum the stairways with its compact size.Cons: While it is somewhat lightweight, I find that my arm gets very tired after about twenty minutes of use.  The dust cup is small and cannot be emptied without taking the whole top part of the vacuum with you to the trash can (trailing the cord behind you).  I don''t find it to be very good on my hard floors as it rarely picks up the pine needles that are tracked in from the forest floor where we live.  I also find it is much louder than my previous vacuum.All in all, I would never purchase it again and would return it if possible.
  
"
3.0 out of 5 stars,"







  
  
    Cumbersome design, with no cord storage on the top unit.  Awkward to empty the dust bin.  Quality seems very good, and very effective.
  
"
3.0 out of 5 stars,"







  
  
    Great for carpet...terrible for hard wood and laminate floors. We got this to replace a Dyson animal was tired of dragging that big monster around this one was so much lighter... but it will not stand up on its own you have to either lean  it up against the wall or lay it down on the floor... I knew that going in reading the reviews but it's much more of a pain when you actually have it. It works beautifully on carpet but terrible on hardwood floors.  When we first got it we lived in a home that had mostly carpeting but recently moved to a home that has mostly hardwood and laminate... it's terrible on those types of floor barely picks up anything and actually can do some scratching if you're not careful. So now since it's been a few months we can't return it.  If you have hardwood floors and less carpeting you may want to find something else.
  
"
3.0 out of 5 stars,"







  
  
    It works but for a short person less than 5 foot, Is too heavy and dificult to handle.
  
"
3.0 out of 5 stars,"







  
  
    Meh. The ""power"" is in the rollers, not the suction. When the rollers are engaged the unit feels like it wants to pull away and run off like a leashed dog spotting a squirrel.
  
"
3.0 out of 5 stars,"







  
  
    This is not as good as other Shark products.  I loved my other Shark Vacuum, this one is just OK.
  
"
3.0 out of 5 stars,"







  
  
    I've waited a few months to write this review so I can really evaluate how well I like this vacuum. I use it on bare floors exclusively so the powerhead is useless for me which leads to my first issue. Since I only use the Dust Away Hardwood Floor Attachment it would be nice to stow away the powerhead and never have to take it out, however the hardwood floor attachment doesn't have a hook to wrap the cord around for storing which means I have to detach the hardwood floor attachment and reattach the powerhead every time I put it away and reverse the process every time I get it out. I took the powerhead to a friends house and tried it on their carpet and it does seem to work really well on carpet.I find this vacuum very top heavy and hard on my weak wrists. I thought using it over a few months might strengthen my wrists enough to make vacuuming less of a chore but that hasn't happened. A handle to hold onto on the wand would make it much easier to use in high places. It does have excellent maneuverability. The suction was a bit of a disappointment as it doesn't seem to have as much suction as my lightweight Bissell 3-in-1 vacuum. It's saving grace on my wood floors is the microfiber pad that picks up everything that isn't sucked up by the vacuum. Additional microfiber pads can be purchased at some bed & bath stores for much less than Rocket charges for them.The Car Detail Kit worked well to clean dust off my computer but the suction is cut down so much that I didn't find it all that useful for very much in my car.The dust bin is super easy to empty and I like that you can take the filter out and wash it.  The power cord is longer than any cord I've ever had on any previous vacuum and I love not having to unplug and replug constantly.
  
"
3.0 out of 5 stars,"







  
  
    I bought this because it had the fiber dust cloth you could use on pergo floors, I love this feature but the vacuum gets very heavy and caused my tennis elbow and carpal tunnel to really act up.  I am going to keep it but wish it wasn't so top heavy.
  
"
3.0 out of 5 stars,"







  
  
    Bought September 2017, not functioning well April 2018.Same thing with the one my friend both same time as well.
  
"
