stars,comment
5.0 out of 5 stars,"







  
  
    Takes alittle getting use to kinda top heavy but works great and gets up and under everything, have two dogs and really like this machine
  
"
5.0 out of 5 stars,"







  
  
    Great Product
  
"
5.0 out of 5 stars,"







  
  
    better than expected, love it.
  
"
5.0 out of 5 stars,"







  
  
    O my gosh love this vac
  
"
5.0 out of 5 stars,"







  
  
    ease to use.very efficient for wood floor and carpet.specially, ease to use for stairs.I very like it.excellent upright.
  
"
5.0 out of 5 stars,"







  
  
    Very satisfied.
  
"
5.0 out of 5 stars,"







  
  
    The best Viacom ever own.
  
"
5.0 out of 5 stars,"







  
  
    Best vacuum ever hands down!
  
"
5.0 out of 5 stars,"







  
  
    Great suction and extremely easy to use.
  
"
5.0 out of 5 stars,"







  
  
    Very light weight and easy to use and clean
  
"
5.0 out of 5 stars,"







  
  
    Love it! Lightweight, great suction, easy to handle. Just like advertised! Wonderful!
  
"
5.0 out of 5 stars,"







  
  
    I Love this! I wish you could of got the special in the store that came with the special that was offered in stores and on tv that included the steam mop. cleans great, I have cats and dogs...this gets all the hair up!
  
"
5.0 out of 5 stars,"







  
  
    Love it.
  
"
5.0 out of 5 stars,"







  
  
    I will never buy another brand of vacuum!
  
"
5.0 out of 5 stars,"







  
  
    I love it!
  
"
5.0 out of 5 stars,"







  
  
    Best vacuum I've every had by far, I have a husky an the fur is nuts but the vacuum sucks up everything very happy
  
"
5.0 out of 5 stars,"







  
  
    Great product! Easy to use and does a great job! Light weight and goes under most of my furniture. Fantastic
  
"
5.0 out of 5 stars,"







  
  
    Light weight, easy to handle, powerful suction.
  
"
5.0 out of 5 stars,"







  
  
    Love this machine !!
  
"
5.0 out of 5 stars,"







  
  
    Great product.
  
"
5.0 out of 5 stars,"







  
  
    This is the best upright I have ever used. Powerful, lightweight and easy to assemble and use. Great product.
  
"
5.0 out of 5 stars,"







  
  
    This is awesome.
  
"
5.0 out of 5 stars,"







  
  
    I love it. Great product..
  
"
5.0 out of 5 stars,"







  
  
    So far so good Works great and cleans great
  
"
5.0 out of 5 stars,"







  
  
    BEST VACUMN I HAVE EVER HAD. I ACCIDENTALLY BOUGHT 2 OF THEM AND DECIDED TO KEEP THEM BOTH ! KICKS MY STANDARD UPRIGHT SHARK'S BUTT.  WEIGHS NOTHING. YOU CAN DARN NEAR STRIP PAINT WITH THIS UNIT.
  
"
5.0 out of 5 stars,"







  
  
    Does an ecellent job.
  
"
5.0 out of 5 stars,"







  
  
    This thing does whatever I need it too!  Best purchase ever
  
"
5.0 out of 5 stars,"







  
  
    The best vacuum I have had!!
  
"
5.0 out of 5 stars,"







  
  
    Works really well. Very lite weight. I would buy another
  
"
5.0 out of 5 stars,"







  
  
    Amazing quality and versatility!
  
"
5.0 out of 5 stars,"







  
  
    This is the lightest, easiest to use vacuum on the market .... period! Best money I've spent in a long time, enjoy!
  
"
5.0 out of 5 stars,"







  
  
    awesome vac literally gets what my other shark canister vac doesn't!
  
"
5.0 out of 5 stars,"







  
  
    Absolutely love this vacuum.
  
"
5.0 out of 5 stars,"







  
  
    The best vacuum machine I have ever used! Perfect for all surfaces!Very happy with it!
  
"
5.0 out of 5 stars,"







  
  
    Light-weight, great suction, attachments included, love it!
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    Works great! Love it!
  
"
5.0 out of 5 stars,"







  
  
    i will never use another vac I love it .Its.proven to be great
  
"
5.0 out of 5 stars,"







  
  
    Love it. Light weight; cleans deep; and easy to change to small cleaner.
  
"
5.0 out of 5 stars,"







  
  
    It does every thing it claims. What a vacuum :) quick and very easy to use and the suction is unbelievable .
  
"
5.0 out of 5 stars,"







  
  
    great power,light weight.perfect vacume:)
  
"
5.0 out of 5 stars,"







  
  
    Love and I'm a dude perfect for my use light easy to handle perfect length cord
  
"
5.0 out of 5 stars,"







  
  
    What ever did I do without this product
  
"
5.0 out of 5 stars,"







  
  
    Great light weight vacuum and is as strong as a Dyson.
  
"
5.0 out of 5 stars,"







  
  
    This is one of the best Vacumes we have ever had.
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    The best vacuum we ever owned. Versatile and powerful!  Highly recommended!
  
"
5.0 out of 5 stars,"







  
  
    I was just talking about it as I received this Email.  So convenient and easy to use and has great suction!
  
"
5.0 out of 5 stars,"







  
  
    best vacuum that we have ever used, really cleans, has a lit of suck  easy to use,  light weight, great little vacuum.
  
"
5.0 out of 5 stars,"







  
  
    Very satisfied;  only complaint is difficulty of opening canister to dump it.
  
"
5.0 out of 5 stars,"







  
  
    Great!
  
"
5.0 out of 5 stars,"







  
  
    light weight, good maneuverability and good power.
  
"
5.0 out of 5 stars,"







  
  
    Best Vacuum ever!!!! Easy to use and only 7.5 pounds!
  
"
5.0 out of 5 stars,"







  
  
    my wife loves it!!!
  
"
5.0 out of 5 stars,"







  
  
    Bought one...then got one to give as a gift.Son loved it.Great design, great suction.Bought extra filters as backup, not available in stores..
  
"
5.0 out of 5 stars,"







  
  
    Very good vacuum especially for a camper.
  
"
5.0 out of 5 stars,"







  
  
    Love it!!!!
  
"
5.0 out of 5 stars,"







  
  
    The power in au is 240 v but purchased a transformer for $50 and it works a dream.
  
"
5.0 out of 5 stars,"







  
  
    Love this vacuum, but there is one big draw back to it's design. You have to unplug it to empty the dirt cup :(  And...it won't stand up on it's own. Minor annoyances but still worth it!
  
"
5.0 out of 5 stars,"







  
  
    Love it very user friendly
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    Works great!
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
5.0 out of 5 stars,"







  
  
    This vacuum does a really nice job - lightweight  too - Dumping is a little tricky -  very satisfied
  
"
5.0 out of 5 stars,"







  
  
    works great
  
"
5.0 out of 5 stars,"







  
  
    This works great, and is so quick and easy to use. Cleans house, car and got the spider webs (and eggs) out of the basement.
  
"
5.0 out of 5 stars,"







  
  
    We love the shark rocket
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
5.0 out of 5 stars,"







  
  
    Love it!
  
"
5.0 out of 5 stars,"







  
  
    Good stuff
  
"
5.0 out of 5 stars,"







  
  
    Bought through amazon because of the great reviews and shipped in a week. Works better than a full size upright and even better than I expected! Upholstery attachment works great on cat towers and couches. Plus it doubles as a car vacuum. Super easy to maneuver and great to reach cobwebs up in the corners of the room with. It couldn't get any better. 10/10
  
"
5.0 out of 5 stars,"







  
  
    I like the vacuum  I tried to register it on line and I was told to enter the right model number.  I had the model number from the vacuum in front of me  Still no success registerlng it.. I tried phoning Shark and was to by machine to register on line  I never got to talk to a human.  Still not registered!.
  
"
5.0 out of 5 stars,"







  
  
    My wife loves it.
  
"
5.0 out of 5 stars,"







  
  
    Sounds ridiculous but I brought this vacuum to a friends so she could compare it to her large $300 canister vac, Shark won!
  
"
5.0 out of 5 stars,"







  
  
    Imagine you are in a flood. Your husband bobs by you grasping for a life ring. Your Shark Rocket floats by and you actually hesitate a fraction of a second before saving your husband.
  
"
5.0 out of 5 stars,"







  
  
    Awsome! Actually sucks the stains from the carpet. I love the shark rocket, way better than my Dyson
  
"
5.0 out of 5 stars,"







  
  
    It came in a prompt amount of time. And it works great. It also looks great. It has exceeded by expectations.
  
"
5.0 out of 5 stars,"







  
  
    Love it. It totally sucks!!!!!
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum. Compact, lightweight and easy to maneuver. Great suction and easy to use
  
"
5.0 out of 5 stars,"







  
  
    Best ever!
  
"
5.0 out of 5 stars,"







  
  
    I am so pleased with this vacuum. It cleans my tile floor like magic. We also have an area rug and every time I vacuun (every two days as I have a crawling baby) I am amazed at how much dirt it picks up! Just when you think your house is clean, you vacuum with this and it surprises you!
  
"
5.0 out of 5 stars,"







  
  
    No complaints here. It's a very nice vacuum. Does its job.
  
"
5.0 out of 5 stars,"







  
  
    Perfect for hardwood floor and area rugs. Picks everything up.
  
"
5.0 out of 5 stars,"







  
  
    This thing work like I've never seen before. It is light, easy to take with you. emptying the canister is easy as pie. I c couldn't be happier with this product!
  
"
5.0 out of 5 stars,"







  
  
    Wife loves this
  
"
5.0 out of 5 stars,"







  
  
    love it
  
"
5.0 out of 5 stars,"







  
  
    Perfect
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum and reasonably priced!  Multiple attachments for everything you need.
  
"
5.0 out of 5 stars,"







  
  
    Get one now! This thing is awesome!
  
"
5.0 out of 5 stars,"







  
  
    great
  
"
5.0 out of 5 stars,"







  
  
    Very light I love it!
  
"
5.0 out of 5 stars,"







  
  
    We have 3 of these we use in 3 diffrent homes! We like them better than any vacuum we have used...
  
"
5.0 out of 5 stars,"







  
  
    I spend a lot of time living in an RV, it is perfect for the smaller spaces that are difficult to reach with a  bigger vacuum. The suction is fantastic.  Its easy to clean and store.
  
"
5.0 out of 5 stars,"







  
  
    Best thing since sliced bread! Very lightweight. Suction is tremendous. Attachments work great.
  
"
5.0 out of 5 stars,"







  
  
    Great sweeper. Light and easy to maneuver.
  
"
5.0 out of 5 stars,"







  
  
    I live in a 1k sq foot apt in the city and I love this thing.Only regret is not getting it sooner.
  
"
5.0 out of 5 stars,"







  
  
    Powerful but I wish it would stand on it's own
  
"
5.0 out of 5 stars,"







  
  
    very good very fast thank you I like it
  
"
5.0 out of 5 stars,"







  
  
    Just love it!
  
"
5.0 out of 5 stars,"







  
  
    My wife loves it says its the best vacuum she has ever owned.
  
"
5.0 out of 5 stars,"







  
  
    I have one and bought one for my granddaughter for Christmas.  Easy to maneuver and release dirt.
  
"
5.0 out of 5 stars,"







  
  
    No bags, long cord, it's a Shark so you know the rest.
  
"
5.0 out of 5 stars,"







  
  
    Best vacumn in my life.
  
"
5.0 out of 5 stars,"







  
  
    works well and easy to use
  
"
5.0 out of 5 stars,"







  
  
    Excellent vac
  
"
5.0 out of 5 stars,"







  
  
    Absolutely love this vacuum!
  
"
5.0 out of 5 stars,"







  
  
    Awesome!
  
"
5.0 out of 5 stars,"







  
  
    Amazing
  
"
5.0 out of 5 stars,"







  
  
    At first I was scared getting this vacuum cleaner because I thought it was not going to be good. But ohmygod, it is the best vacuum cleaner that I have ever used. I do recommend buying this cleaner! My whole house is clean now :D
  
"
5.0 out of 5 stars,"







  
  
    It does a great job and it is light and easy to use
  
"
5.0 out of 5 stars,"







  
  
    So Good So Far!
  
"
5.0 out of 5 stars,"







  
  
    Best vacuum ever.
  
"
5.0 out of 5 stars,"







  
  
    ok
  
"
5.0 out of 5 stars,"







  
  
    It is powerful enough to tackle any job and is still lightweight and easy to maneuver.  Under the bed, no problem.  It will be perfect to take in the camper this summer.  I would recommend it to anyone.
  
"
5.0 out of 5 stars,"







  
  
    Wife says very good vacuum!!
  
"
5.0 out of 5 stars,"







  
  
    Absolutely awesome! Fast shipping and an incredible vaccum. So lightweight and it basically pulls itself, you hardly have to push
  
"
5.0 out of 5 stars,"







  
  
    This vacuum is amazing!
  
"
5.0 out of 5 stars,"







  
  
    This is a amazing upright.  Very easy to use and does a wonderful job on all floors, rugs, etc.  would definitely recommend .
  
"
5.0 out of 5 stars,"







  
  
    NICE purchase.
  
"
5.0 out of 5 stars,"







  
  
    Great little vacuum.
  
"
5.0 out of 5 stars,"







  
  
    The vacuum is easy to use.  It is light and does not require much strength to use.  It fits under lots of furniture eliminating the need to move furniture.it fits in my small closet.
  
"
5.0 out of 5 stars,"







  
  
    Works great...luv it.
  
"
5.0 out of 5 stars,"







  
  
    good fit
  
"
5.0 out of 5 stars,"







  
  
    love it, light weight,easy to use, cleans like a large vaccum
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum for the cost...absolutely love it
  
"
5.0 out of 5 stars,"







  
  
    Wifey loves it..
  
"
5.0 out of 5 stars,"







  
  
    The vacuum works great. It is simple to use and doesn't take up too much space. However, it no longer works. I payed for a warranty on it and was wondering how to get it replaced. Thanks
  
"
5.0 out of 5 stars,"







  
  
    Got this for our mainly hardwood floors and area rug clean up.  It is lightweight and easy to maneuver.  It comes with all the additional pieces, which is great, and it even has a separate head and dusting piece for hard surfaces if you want to use it.  It gets up dust bunnies and dog hair easily.  Exactly what we wanted!
  
"
5.0 out of 5 stars,"







  
  
    Unbelievable.  Blows away the $600 Dyson I purchased from QVC and my Oreck.  You won't regret buying this and you can use it all over your house.
  
"
5.0 out of 5 stars,"







  
  
    This is a great vacuum. It picks up everything. It is powerful. There are many attachments includedin a storage bag for vacuuming corners, baseboards and vents.
  
"
5.0 out of 5 stars,"







  
  
    It is awesome and can get everywhere!
  
"
5.0 out of 5 stars,"







  
  
    excellent unit does all that is advertised
  
"
5.0 out of 5 stars,"







  
  
    It sucks!
  
"
5.0 out of 5 stars,"







  
  
    we have two units in use
  
"
5.0 out of 5 stars,"







  
  
    I want to order another one for my sister.  It's a great vacuum!
  
"
5.0 out of 5 stars,"







  
  
    I love it. Easy to use
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum
  
"
5.0 out of 5 stars,"







  
  
    It really sucks. Good vacuum.
  
"
5.0 out of 5 stars,"







  
  
    Fantastic. Much better than the Dyson we have.
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    very good clean !!!
  
"
5.0 out of 5 stars,"







  
  
    By far the best purchase I have made this year!
  
"
5.0 out of 5 stars,"







  
  
    Works great
  
"
5.0 out of 5 stars,"







  
  
    Great product...A+
  
"
5.0 out of 5 stars,"







  
  
    I am very happy with the Shark.
  
"
5.0 out of 5 stars,"







  
  
    I love my shark vacuum it also came early
  
"
5.0 out of 5 stars,"







  
  
    All work very well. The new brush roller, when installed, made the Oreck XL work like a new one, much improvement in the pick up of dust and dirt! If your Oreck Xl is three years old or older this is a must do!
  
"
5.0 out of 5 stars,"







  
  
    GREAT VACCUM
  
"
5.0 out of 5 stars,"







  
  
    nice
  
"
5.0 out of 5 stars,"







  
  
    its fantastic
  
"
5.0 out of 5 stars,"







  
  
    my wife love, it's lite
  
"
5.0 out of 5 stars,"







  
  
    It is a great vacuum.  Easy to empty and a long cord. I am very happy that I bought this Shark.
  
"
5.0 out of 5 stars,"







  
  
    love it works Great!!!!! 😀
  
"
5.0 out of 5 stars,"







  
  
    good
  
"
5.0 out of 5 stars,"







  
  
    Love it
  
"
5.0 out of 5 stars,"







  
  
    Love It
  
"
5.0 out of 5 stars,"







  
  
    I always thought my expensive Kirby vacuum cleaned my carpets well until I decided to try the shark. I went over my carpet with the Kirby then with the shark. It was amazing. I had to dump the canister multiple times as it was full of dog hair, dirt and grime. Even now when I vacuum I still get so much junk in the canister. My carpets look clean and fluffy. I wish I had bought this product sooner. The pict is the junk thr shark picked up that the Kirby didn't. Gross !!
  
"
5.0 out of 5 stars,"







  
  
    Arrived promptly and as described.
  
"
5.0 out of 5 stars,"







  
  
    vacuum work great
  
"
5.0 out of 5 stars,"







  
  
    This is seriously the best vacuum I have ever owned! Love it!!
  
"
5.0 out of 5 stars,"







  
  
    Love it light weight and very powerful!!
  
"
5.0 out of 5 stars,"







  
  
    Everything I wanted it to be. Absolutely awesome!
  
"
5.0 out of 5 stars,"







  
  
    fantastic!!! cleans great....
  
"
5.0 out of 5 stars,"







  
  
    my wife would rather use this than her Dyson
  
"
5.0 out of 5 stars,"







  
  
    I had a Dyson before, and this is by far better. Love it!
  
"
5.0 out of 5 stars,"







  
  
    Love this!!
  
"
5.0 out of 5 stars,"







  
  
    Got one as a gift. Average suction, love all the tools that came with it great for stairs, furniture and computers, like that you can get under beds with it. What I don't like is as others state, won't stand on it's own, tiny dirt cup so must be emptied frequently, so not for anyone with carpet or large areas to clean and after 1 month of use the discharge door on the dirt cup broke off when I emptied it. The clear plastic hinges are an epic fail. Now I use a plastic coffee stirrer to hold the dirt cup discharge door on. Can't recommend until this design flaw is fixed. *** Update called to complain got a shipping label and a new vacuum, got to keep my accessories! I think they still need to use a stronger plastic for the discharge door hinges though. Shouldn't break that easily when emptying.
  
"
5.0 out of 5 stars,"







  
  
    Bought this vacuum July 2019 and it is now a little over 3 months later. Our house is roughly 1200 square feet and mostly carpet except for the kitchen which is laminate. We vacuum roughly once a week or every other week. Oh and not to mention we have a two story home, so we needed something lightweight to carry up the stairs AND to vacuum the stair which are carpet as well. (FYI we do NOT own any pets). This is our one and only vacuum, not a supplement for quick cleaning. There are too many things to love about this vacuum. The suction quality is excellent. I have to empty the container at least 3 times during a full house cleaning and I like seeing all the dust and dirt that it picks up. It is a bagless vacuum which I like also.  It has one deeper suction setting for carpet and a lighter one for hardwood. It comes with a brush for carpet and a smoother head for the hard wood. It weighs a mere 8 pounds so lugging it up and down the steps is not a problem. It does not stand up on it's own which I read was a complaint from other purchasers but that does not bother me that much. It props against a wall just fine. I also like that it works well on our rugs. For maintenance, be sure to cut the hairs that get strangled around the brush head. This can cause tension on your vacuum which causes It to wear out sooner.
  
"
5.0 out of 5 stars,"







  
  
    Impressed by the power. Lightweight. Seems well built. Doesn't hold much; you'll need to empty it often. Quiet.
  
"
5.0 out of 5 stars,"







  
  
    I thought there was no such thing as a reliable vacuum cleaner. Then I bought my Shark Rocket. This thing is outstanding. So light weight, so powerful, easy to clean. Highly recommend for small spaces or if you have trouble heavy lifting. It’s got this great motor that pushes the vacuum with no effort on your part. Bends and turns great. Tucks away easily in a corner or closet. Highly recommend!
  
"
5.0 out of 5 stars,"







  
  
    my wife loves it.she cant believe all the ways it can be used
  
"
5.0 out of 5 stars,"







  
  
    I researched and chose this Shark rocket because I have a Dyson D35, which is an excellent floor and rug sweeper for quick clean-ups (Much better than Swivel Sweeper or Oreck). I like the easy emptying feature of the Dyson as opposed to my old bag vacuum. The Shark Rocket is fantastic! I couldn't believe the amount of rug fiber it sucked up from just the first 10 square feet of vacuuming. This thing really sucks, in such a good way. All the included attachments are a very well thought-out bonus, but none attach to the Rocket, so get a basket or bin to place nearby. In the #2 position for rugs, it self-propels. So, I wouldn't recommend spending the extra $100.00 for the self-propelled model. This HV302 does just fine.
  
"
5.0 out of 5 stars,"







  
  
    I did a lot of research and reading on this item before purchasing it so I could be well informed about it and the competitors version.  I love the Shark Rocket Slim Vac.  It is more powerful than my Dyson Pet Upright Vacuum, easier to get up high without a lot of fuss and I can get under the beds without having to disconnect and connect to other parts.  It is lightweight and maneuvers easily around and under everything.  I do have to empty the dust cup after each room I clean but then I had to empty the dirt on my Dyson pretty often too, so that does not bother me.  I love the long cord, I can reach just about the whole house from on plug in.  I highly recommend this product....
  
"
5.0 out of 5 stars,"







  
  
    I have a Kirby vacuum and I HATE to pull it out because it's heavy, awkward and frustrating to use. I recently moved to a two story apartment and wanted something lightweight and easy to use on my second floor. I also needed something my 7 year old could use so he can help with chores.I have fairly clean house even with two boys and two labs. If you don't know anything about lab hair the important thing is, it's wirey, coarse and sticks to EVERYTHING! If you know nothing about kids know this, they are messy little creatures. Thankfully mine aren't too terrible but they have their moments.Anyway, back on topic, this little vacuum cleans like nobody's business! I have included pictures of what it pulls out of the horrible Berber carpet on a weekly basis. These pictures are from an average week. We vacuum at least once a week. (In case you were considering dogs and kids, now you know what they can do in a week in a clean freak's house). The picture of the bag is what it pulled from a hallway, bathroom (yes, I use it to clean kitchen and bathroom floors too), and my tiny bedroom. We live in northeast Florida so my dogs seem to always be shedding. The picture of the vacuum open is how much it pulled up from my small living room, dining room and kitchen. It does not lose suction even when full unless it has blockage. I have run this after running the Kirby and it still finds something to pull out of the carpet. Sometimes that IS the carpet itself. I have taken to using it on both floors now because it's so much easier to use. I keep the Kirby for nostalgia.The pros:It stores nicely in the wall.It is easy to dislodge stuff.It definitely is lightweight.It cleans very well.The cord is a decent length. Can go from top of stairs to bottom and about 8 more feet or so.The power switch is close to vacuuming hand for the cons below.The rolling brush comes out easily. Also applies to cons below.The cons:DO NOT let this thing anywhere near a carpet snag with the brush on. There will be a small fight followed by some cursing and lots of pulling up of the carpet.DO NOT let this near the dogs tail with the brush on. The dogs don't forget. EVER.DO NOT let this near anything that can possibly be pulled in by said brush roll; like string, edges of blankets, jacket sleeve, towels, etc.I did not get these attachments so I cannot comment on them. I did get the hard floor one that I never use. The upholstery brush is so-so. Kirby's is better. The soft brush in use from time to time. Mostly for my AC vents.
  
"
5.0 out of 5 stars,"







  
  
    I absolutely love this little vacuum.  Saw the infomercial and wanted it.  Resisted & did some reasearch first and decided to get it at a box store (with a 20% off coupon) just in case i wanted to return it. Plus, i wanted it that day.  So brought it home, snapped it together and vacuumed away.  Now I can't stop vacuuming.  I vacuumed my bedroom carpet, shocked at what came out.  Did it again then vacuumed w/ my dyson.  Something smaller than what i'd call a dust ball was pulled up with the dyson. Did the opposite in my daughter's room (dyson first, followed with this shark) and wow... kicking myself for spending so much on the dyson now. The shark is very powerful. It propels forward by its self but you do have to give it a tug to pull it back.  I've been using it so much, i've been joking i might build up a muscle in my right arm.  The cup is small but so easy to dump so i'll take that over a big one anyday.  It does kinda stink that it doesn't stand up on its own but I've gotten into the habit of detaching the top and sticking it in the holder when i want to walk away.  now it's habit and don't give it much thought.  Easy to remove the bottom to get either the top, bottom or even a chair. cleaning the stairs is amazing. Love the dust pad attachment.  bye bye swiffer vac. Just came on here to find a 2nd duster pad so i can alternate until 1 gets through the wash.  To summarize, great vacuum, good price, fully recommend.
  
"
5.0 out of 5 stars,"







  
  
    Just started using this vacuum, and it works great. It has powerful suction and the  rotating brush is veryeffective. And this was very affordable. I don't understand why some people complain about howto empty the waste canister, it takes 2 seconds and requires no effort. I'm a happy customer.
  
"
5.0 out of 5 stars,"







  
  
    I have a really nice Dyson as my main vacuum, but I also have 3 floors to cover and lugging the big vacuum up and down is quite cumbersome.  I bought this Shark Rocket to just keep on the top floor and am finding that I love it so much, it's wandering all over the house with me for quick clean up jobs.  It's an incredibly cool device and very well engineered.  It goes together in 2 clicks out of the box and it's just as easy to convert it to a hand vac and boy do I  now appreciate the power of a CORDED hand vac.  I have been using cordless ones for many years and you maybe get 10 minutes (maybe) or solid vacuum time before a recharge is needed.  The power head on the hand vac is great for bedspreads or sofa cushions.  I'm in love!!  The only thing missing that I quickly ordered was a flex hose for use when in hand vac mode.  It's so much easier to maneuver into crevices with a flex hose.  Hose HVFH320 is the model that fits on this vacuum.  In summary, this wouldn't ever be the main vacuum for a large house because the dust bin is just too small, but it works well for everything else you can think of.  Lightweight, great suction and superbly versatile--this machine rocks!!!
  
"
5.0 out of 5 stars,"







  
  
    I did not buy this on Amazon, BUT, I am reviewing it anyway. I love this little guy!  I live in the dustiest house ever, and I vacuum every other day. Before my first use, I vacuumed with our Bissell. Then I tried this guy out. Wow! I could not believe how much dust was still left in my carpet!  There are two settings, one for bare floors amd another for carpet. The cord isn't a self rewind cord, and at first I thought it was inconvenient. But really, it takes no time at all to wind, and it stores easily away. It takes up half the space of my old vacuum and does twice the work. I'll take it!!
  
"
5.0 out of 5 stars,"







  
  
    I just picked this bad boy up from our local Walmart for my elderly mother. What can I say? I came home and had it together in a matter of minutes. I plugged it in and turned it on and - whoah! The vacuum pushes itself. I had my mother give it a try and she liked the fact that it assisted her in the push for clean up. It's not too heavy for me, but my mother did state it was a bit heavy for her when she lifted. Either way, it's still MUCH lighter than any other vacuum. In fact, I think the cord weighs more than the unit...lol.As for the suction, this thing picked up years of dirt in one go. I'm so happy with the purchase! So much cheaper than the other name brand!
  
"
5.0 out of 5 stars,"







  
  
    2nd review on 6/22/2020: I figured out how to attach the vacuum portion to the bottom. That said, the cord is slightly shorter than the one from my original vacuum model and the floor tool is slightly smaller. But these aren't game changers. So I'm happy now.Old review on 6/21/2020:I expected to see a bottom attachment on the vacuum that allows me to store the vacuum in a stand-up position.  Instead, I received a sweeper attachment that does not ... I needed this vacuum asap(Father's day). I received it. The color is the same which is fine... Otherwise, the quality of the vacuum is fine.
  
"
5.0 out of 5 stars,"







  
  
    The Shark Rocket may not look like a muscle machine capable of doing a heavy job but I assure you that it excels in almost every way. I have had my machine over six years and it is still working at top performance.  It is amazingly easy to maneuver, has a long cord that follows me without getting under my feet through my one floor home ( hate to have to constantly unplug and replug the cord!). I never leave my vac standing on it's own unless it is running and rarely then.  The power head is easily activated.  This particular brand is supposed to do both hardwood and carpeting, but one has to use a separate filter for hardwood floors, and I do not like to have to change things around so I rarely use it.  The suction is equal to or greater than larger vacs until the debris cup fills. This machine  breaks down in three different ways to use.  The head detaches from the wand for a small hand-held, or one can leave the wands on to have reach because they detach from the power head and the obvious of all 3 parts together.Having said all of these wonderful things, I notice that Shark has a new model vac quite similar to this one (Shark Ultra Deluxe Pro) that has a hard floor genie and even a pet head that slip on easily ( both sold separately but does not fit Rocket Ultra).The Deluxe offers is a flexible wand too. This vac sells for about the same price, it is just the options that cost more. The Deluxe Pro has a larger collection cup than the above Rocket, which would be nice. I find that  It is awkward to clean the  debris cup of my Rocket without getting dirt and debris all over, and it fills too quickly for my  needs. I hate having to spill the collection cup all over so I use my mini shop vac to clean it and then empty that bag, and I am not certain there is any difference with the Pro.  So, I am going to purchase the  Pro when I decide to purchase a replacement or backup for mine,  primarily because I want the hard-floor genie, the pet brush and the larger debris cup.I found this new model when I was shopping to purchase another of the advertised one so I would not be without one should my first one break. I was pleased to note the improvements so my next purchase will be the Pro, but one would certainly not go wrong with this item. It is so much easier, and even fun compared to any other vacuum I have used.  It almost does the work itself! I have had more back surgeries than a person ought to endure and this little machine sure makes it easy for me to use without xtra pain. Want to buy your loved one (even a guy) something fun and useful for the holidays?  Then check these models out.  The price accrues in proportion to the accessories, so start slow and add on depending on your need for accessories.  I bought all of them with my initial purchase and have not used ay of them, so determine your needs before you spend!NOTE: I purchased this unit from Shark, before they were available on Amazon but both Shark and Amazon has great pricing but do not buy from Shark unless on sale (Shark has good sales, especially during Black Friday) actually unless you have to, why not buy everything on sale!  NJoy this great machine/s~
  
"
5.0 out of 5 stars,"







  
  
    Man this thing is one powerful suction machine! I had the choice between this and like over 100 other vacuums and wanted to try this form factor, and haven't looked back. Yes! It's top heavy. With that said, once you adjust to it, it stops mattering. It propels forward fairly easily on brush mode, it sucks extremely well. It doesn't come with any attachments which is the only downside in my opinion.. a simple 2 dollar extension like the higher end models would have made this perfect. Luckily I bought one and installed on on my own to make my set perfect. (Called up Shark, and they sent it my way)The dyson's are comparable to these but I'd rather not have to charge yet another battery.. got enough power tools already. Note: I paid $100 for this.
  
"
